2.454415587728428534e+02 4.151471862576142371e+02
2.878679656440357348e+02 4.575735931288072038e+02
3.302943725152285879e+02 5.000000000000000000e+02
3.727207793864214409e+02 5.424264068711928530e+02
4.151471862576142939e+02 5.848528137423857061e+02
4.575735931288072038e+02 6.272792206135785591e+02
5.000000000000000568e+02 6.697056274847714121e+02
5.424264068711929667e+02 7.121320343559642652e+02
5.848528137423857061e+02 7.545584412271571182e+02
2.878679656440357348e+02 3.727207793864213841e+02
3.302943725152285879e+02 4.151471862576142939e+02
3.727207793864214409e+02 4.575735931288071470e+02
4.151471862576142939e+02 5.000000000000000000e+02
4.575735931288071470e+02 5.424264068711928530e+02
5.000000000000000000e+02 5.848528137423857061e+02
5.424264068711928530e+02 6.272792206135785591e+02
5.848528137423857061e+02 6.697056274847714121e+02
6.272792206135785591e+02 7.121320343559642652e+02
3.302943725152285310e+02 3.302943725152285310e+02
3.727207793864213841e+02 3.727207793864214977e+02
4.151471862576142939e+02 4.151471862576142939e+02
4.575735931288071470e+02 4.575735931288071470e+02
5.000000000000000000e+02 5.000000000000000000e+02
5.424264068711928530e+02 5.424264068711928530e+02
5.848528137423857061e+02 5.848528137423857061e+02
6.272792206135785591e+02 6.272792206135785591e+02
6.697056274847714121e+02 6.697056274847714121e+02
3.727207793864213841e+02 2.878679656440356212e+02
4.151471862576142939e+02 3.302943725152285879e+02
4.575735931288071470e+02 3.727207793864214409e+02
5.000000000000000000e+02 4.151471862576142939e+02
5.424264068711928530e+02 4.575735931288071470e+02
5.848528137423857061e+02 5.000000000000000000e+02
6.272792206135785591e+02 5.424264068711929667e+02
6.697056274847714121e+02 5.848528137423857061e+02
7.121320343559642652e+02 6.272792206135785591e+02
4.151471862576142371e+02 2.454415587728427965e+02
4.575735931288070901e+02 2.878679656440357348e+02
4.999999999999999432e+02 3.302943725152285879e+02
5.424264068711928530e+02 3.727207793864214409e+02
5.848528137423857061e+02 4.151471862576142939e+02
6.272792206135785591e+02 4.575735931288071470e+02
6.697056274847714121e+02 5.000000000000000568e+02
7.121320343559642652e+02 5.424264068711928530e+02
7.545584412271571182e+02 5.848528137423857061e+02
